filename	path	sliced_path	bytes
HG01960.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_Kinnex/HG01960.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_Kinnex	18837773323	
HG03834.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_Kinnex/HG03834.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_Kinnex	19266743152	
NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20850/raw_data/PacBio_Kinnex/NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20850/raw_data/PacBio_Kinnex	18143404281	
HG03139.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_Kinnex/HG03139.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_Kinnex	22329227270	
NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_Kinnex/NA18565.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_Kinnex	18512807833	
HG02668.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_Kinnex/HG02668.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_Kinnex	22018019474	
NA19468.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19468/raw_data/PacBio_Kinnex/NA19468.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19468/raw_data/PacBio_Kinnex	16049785314	
NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18505/raw_data/PacBio_Kinnex/NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18505/raw_data/PacBio_Kinnex	56645857479	
HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_Kinnex/HG02258.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_Kinnex	25496349149	
NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_Kinnex/NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_Kinnex	17995511827	
HG04160.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04160/raw_data/PacBio_Kinnex/HG04160.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04160/raw_data/PacBio_Kinnex	22264492185	
HG01969.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_Kinnex/HG01969.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_Kinnex	15778413241	
HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_Kinnex/HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_Kinnex	20299400134	
