Accession	Title	Links	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR30242410	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-2_S16_L001_R1_001.fastq.gz, NA20858-2_S16_L001_R2_001.fastq.gz
SRR30242413	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-1_S8_L003_R1_001.fastq.gz, NA20858-1_S8_L003_R2_001.fastq.gz
SRR30242416	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-2_S26_L004_R1_001.fastq.gz, NA20805-2_S26_L004_R2_001.fastq.gz
SRR30242419	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-2_S26_L001_R1_001.fastq.gz, NA20805-2_S26_L001_R2_001.fastq.gz
SRR30242422	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:08Z	SUB14663396	NA20752-2_S9_L004_R1_001.fastq.gz, NA20752-2_S9_L004_R2_001.fastq.gz
SRR30242409	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-2_S16_L002_R1_001.fastq.gz, NA20858-2_S16_L002_R2_001.fastq.gz
SRR30242412	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-1_S8_L004_R1_001.fastq.gz, NA20858-1_S8_L004_R2_001.fastq.gz
SRR30242415	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-1_S8_L001_R1_001.fastq.gz, NA20858-1_S8_L001_R2_001.fastq.gz
SRR30242418	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-2_S26_L002_R1_001.fastq.gz, NA20805-2_S26_L002_R2_001.fastq.gz
SRR30242421	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-1_S18_L003_R1_001.fastq.gz, NA20805-1_S18_L003_R2_001.fastq.gz
SRR30242408	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20799-2_S12i_L002_R1_001.fastq.gz, NA20799-2_S12i_L002_R2_001.fastq.gz
SRR30242411	Illumina Sequencing of Omni-C Libraries of HG01530	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	HG01530-2_S11_L001_R1_001.fastq.gz, HG01530-2_S11_L001_R2_001.fastq.gz
SRR30242414	Illumina Sequencing of Omni-C Libraries of NA20858	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20858-1_S8_L002_R1_001.fastq.gz, NA20858-1_S8_L002_R2_001.fastq.gz
SRR30242417	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:27Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-2_S26_L003_R1_001.fastq.gz, NA20805-2_S26_L003_R2_001.fastq.gz
SRR30242420	Illumina Sequencing of Omni-C Libraries of NA20805	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:08Z	SUB14663396	NA20805-1_S18_L004_R1_001.fastq.gz, NA20805-1_S18_L004_R2_001.fastq.gz
SRR30242425	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20752-2_S9_L002_R1_001.fastq.gz, NA20752-2_S9_L002_R2_001.fastq.gz
SRR30242428	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20799-2_S12_L004_R1_001.fastq.gz, NA20799-2_S12_L004_R2_001.fastq.gz
SRR30242431	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20799-2_S12_L001_R1_001.fastq.gz, NA20799-2_S12_L001_R2_001.fastq.gz
SRR30242434	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19120-1_S5_L002_R1_001.fastq.gz, NA19120-1_S5_L002_R2_001.fastq.gz
SRR30242437	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-2_S16_L003_R1_001.fastq.gz, NA19159-2_S16_L003_R2_001.fastq.gz
SRR30242440	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-2_S16_L001_R1_001.fastq.gz, NA19159-2_S16_L001_R2_001.fastq.gz
SRR30242424	Illumina Sequencing of Omni-C Libraries of HG01530	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	HG01530-1_S3_L002_R1_001.fastq.gz, HG01530-1_S3_L002_R2_001.fastq.gz
SRR30242427	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20799-2_S12i_L001_R1_001.fastq.gz, NA20799-2_S12i_L001_R2_001.fastq.gz
SRR30242430	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20799-2_S12_L002_R1_001.fastq.gz, NA20799-2_S12_L002_R2_001.fastq.gz
SRR30242433	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19120-1_S5_L003_R1_001.fastq.gz, NA19120-1_S5_L003_R2_001.fastq.gz
SRR30242436	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-2_S16_L004_R1_001.fastq.gz, NA19159-2_S16_L004_R2_001.fastq.gz
SRR30242439	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-2_S16_L002_R1_001.fastq.gz, NA19159-2_S16_L002_R2_001.fastq.gz
SRR30242442	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-1_S8_L003_R1_001.fastq.gz, NA19159-1_S8_L003_R2_001.fastq.gz
SRR30242423	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20752-2_S9_L003_R1_001.fastq.gz, NA20752-2_S9_L003_R2_001.fastq.gz
SRR30242426	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20752-2_S9_L001_R1_001.fastq.gz, NA20752-2_S9_L001_R2_001.fastq.gz
SRR30242429	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA20799-2_S12_L003_R1_001.fastq.gz, NA20799-2_S12_L003_R2_001.fastq.gz
SRR30242432	Illumina Sequencing of Omni-C Libraries of NA19185	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19185-1_S17_L004_R1_001.fastq.gz, NA19185-1_S17_L004_R2_001.fastq.gz
SRR30242435	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19120-1_S5_L001_R1_001.fastq.gz, NA19120-1_S5_L001_R2_001.fastq.gz
SRR30242438	Illumina Sequencing of Omni-C Libraries of HG00323	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	HG00323-2_S31_L002_R1_001.fastq.gz, HG00323-2_S31_L002_R2_001.fastq.gz
SRR30242441	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:28Z	2024-08-15T06:19:07Z	SUB14663396	NA19159-1_S8_L004_R1_001.fastq.gz, NA19159-1_S8_L004_R2_001.fastq.gz
SRR30242443	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19159-1_S8_L002_R1_001.fastq.gz, NA19159-1_S8_L002_R2_001.fastq.gz
SRR30242446	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13i_L003_R1_001.fastq.gz, NA19120-2_S13i_L003_R2_001.fastq.gz
SRR30242449	Illumina Sequencing of Omni-C Libraries of HG00323	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG00323-2_S31_L001_R1_001.fastq.gz, HG00323-2_S31_L001_R2_001.fastq.gz
SRR30242452	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13_L002_R1_001.fastq.gz, NA19120-2_S13_L002_R2_001.fastq.gz
SRR30242455	Illumina Sequencing of Omni-C Libraries of NA19043	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19043-1_S2_L003_R1_001.fastq.gz, NA19043-1_S2_L003_R2_001.fastq.gz
SRR30242458	Illumina Sequencing of Omni-C Libraries of HG02391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG02391-1_S5_L001_R1_001.fastq.gz, HG02391-1_S5_L001_R2_001.fastq.gz
SRR30242461	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG02165-1_S2_L002_R1_001.fastq.gz, HG02165-1_S2_L002_R2_001.fastq.gz
SRR30242445	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13i_L004_R1_001.fastq.gz, NA19120-2_S13i_L004_R2_001.fastq.gz
SRR30242448	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13i_L001_R1_001.fastq.gz, NA19120-2_S13i_L001_R2_001.fastq.gz
SRR30242451	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13_L003_R1_001.fastq.gz, NA19120-2_S13_L003_R2_001.fastq.gz
SRR30242454	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-1_S5_L004_R1_001.fastq.gz, NA19120-1_S5_L004_R2_001.fastq.gz
SRR30242457	Illumina Sequencing of Omni-C Libraries of HG02391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG02391-1_S5_L002_R1_001.fastq.gz, HG02391-1_S5_L002_R2_001.fastq.gz
SRR30242460	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG02165-1_S2_L003_R1_001.fastq.gz, HG02165-1_S2_L003_R2_001.fastq.gz
SRR30242463	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:06Z	SUB14663396	HG02273-2_S19_L001_R1_001.fastq.gz, HG02273-2_S19_L001_R2_001.fastq.gz
SRR30242444	Illumina Sequencing of Omni-C Libraries of NA19159	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19159-1_S8_L001_R1_001.fastq.gz, NA19159-1_S8_L001_R2_001.fastq.gz
SRR30242447	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13i_L002_R1_001.fastq.gz, NA19120-2_S13i_L002_R2_001.fastq.gz
SRR30242450	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13_L004_R1_001.fastq.gz, NA19120-2_S13_L004_R2_001.fastq.gz
SRR30242453	Illumina Sequencing of Omni-C Libraries of NA19120	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	NA19120-2_S13_L001_R1_001.fastq.gz, NA19120-2_S13_L001_R2_001.fastq.gz
SRR30242456	Illumina Sequencing of Omni-C Libraries of HG00140	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG00140-1_S22_L002_R1_001.fastq.gz, HG00140-1_S22_L002_R2_001.fastq.gz
SRR30242459	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:29Z	2024-08-15T06:19:06Z	SUB14663396	HG02165-1_S2_L004_R1_001.fastq.gz, HG02165-1_S2_L004_R2_001.fastq.gz
SRR30242462	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:06Z	SUB14663396	HG02273-2_S19_L002_R1_001.fastq.gz, HG02273-2_S19_L002_R2_001.fastq.gz
SRR30242476	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02165-2_S10_L002_R1_001.fastq.gz, HG02165-2_S10_L002_R2_001.fastq.gz
SRR30242479	Illumina Sequencing of Omni-C Libraries of HG01784	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG01784-2_S31_L002_R1_001.fastq.gz, HG01784-2_S31_L002_R2_001.fastq.gz
SRR30242482	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:05Z	SUB14663396	NA20799-1_S4_L003_R1_001.fastq.gz, NA20799-1_S4_L003_R2_001.fastq.gz
SRR30242474	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02165-2_S10_L003_R1_001.fastq.gz, HG02165-2_S10_L003_R2_001.fastq.gz
SRR30242477	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02165-2_S10_L001_R1_001.fastq.gz, HG02165-2_S10_L001_R2_001.fastq.gz
SRR30242480	Illumina Sequencing of Omni-C Libraries of HG01530	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG01530-1_S3_L003_R1_001.fastq.gz, HG01530-1_S3_L003_R2_001.fastq.gz
SRR30242483	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:05Z	SUB14663396	NA20799-1_S4_L002_R1_001.fastq.gz, NA20799-1_S4_L002_R2_001.fastq.gz
SRR30242475	Illumina Sequencing of Omni-C Libraries of HG00099	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG00099-2_S28_L004_R1_001.fastq.gz, HG00099-2_S28_L004_R2_001.fastq.gz
SRR30242478	Illumina Sequencing of Omni-C Libraries of HG01784	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG01784-2_S31_L003_R1_001.fastq.gz, HG01784-2_S31_L003_R2_001.fastq.gz
SRR30242481	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	NA20799-1_S4_L004_R1_001.fastq.gz, NA20799-1_S4_L004_R2_001.fastq.gz
SRR30242464	Illumina Sequencing of Omni-C Libraries of HG00140	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG00140-1_S22_L001_R1_001.fastq.gz, HG00140-1_S22_L001_R2_001.fastq.gz
SRR30242467	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17i_L002_R1_001.fastq.gz, HG02273-1_S17i_L002_R2_001.fastq.gz
SRR30242470	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17_L003_R1_001.fastq.gz, HG02273-1_S17_L003_R2_001.fastq.gz
SRR30242473	Illumina Sequencing of Omni-C Libraries of HG02165	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02165-2_S10_L004_R1_001.fastq.gz, HG02165-2_S10_L004_R2_001.fastq.gz
SRR30242466	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17i_L003_R1_001.fastq.gz, HG02273-1_S17i_L003_R2_001.fastq.gz
SRR30242469	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17_L004_R1_001.fastq.gz, HG02273-1_S17_L004_R2_001.fastq.gz
SRR30242472	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17_L001_R1_001.fastq.gz, HG02273-1_S17_L001_R2_001.fastq.gz
SRR30242465	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17i_L004_R1_001.fastq.gz, HG02273-1_S17i_L004_R2_001.fastq.gz
SRR30242468	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17i_L001_R1_001.fastq.gz, HG02273-1_S17i_L001_R2_001.fastq.gz
SRR30242471	Illumina Sequencing of Omni-C Libraries of HG02273	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:30Z	2024-08-15T06:19:05Z	SUB14663396	HG02273-1_S17_L002_R1_001.fastq.gz, HG02273-1_S17_L002_R2_001.fastq.gz
SRR30242485	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-2_S9i_L004_R1_001.fastq.gz, NA20752-2_S9i_L004_R2_001.fastq.gz
SRR30242488	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-2_S9i_L001_R1_001.fastq.gz, NA20752-2_S9i_L001_R2_001.fastq.gz
SRR30242491	Illumina Sequencing of Omni-C Libraries of NA19391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19391-1_S20_L004_R1_001.fastq.gz, NA19391-1_S20_L004_R2_001.fastq.gz
SRR30242494	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-1_S1_L004_R1_001.fastq.gz, NA20752-1_S1_L004_R2_001.fastq.gz
SRR30242497	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-1_S1_L001_R1_001.fastq.gz, NA20752-1_S1_L001_R2_001.fastq.gz
SRR30242500	Illumina Sequencing of Omni-C Libraries of NA19468	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:32Z	2024-08-15T06:19:04Z	SUB14663396	NA19468-2_S29_L002_R1_001.fastq.gz, NA19468-2_S29_L002_R2_001.fastq.gz
SRR30242503	Illumina Sequencing of Omni-C Libraries of NA19468	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:32Z	2024-08-15T06:19:04Z	SUB14663396	NA19468-1_S21_L004_R1_001.fastq.gz, NA19468-1_S21_L004_R2_001.fastq.gz
SRR30242486	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-2_S9i_L003_R1_001.fastq.gz, NA20752-2_S9i_L003_R2_001.fastq.gz
SRR30242489	Illumina Sequencing of Omni-C Libraries of NA19391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19391-2_S28_L002_R1_001.fastq.gz, NA19391-2_S28_L002_R2_001.fastq.gz
SRR30242492	Illumina Sequencing of Omni-C Libraries of NA19391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19391-1_S20_L003_R1_001.fastq.gz, NA19391-1_S20_L003_R2_001.fastq.gz
SRR30242495	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-1_S1_L003_R1_001.fastq.gz, NA20752-1_S1_L003_R2_001.fastq.gz
SRR30242498	Illumina Sequencing of Omni-C Libraries of NA19468	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19468-2_S29_L004_R1_001.fastq.gz, NA19468-2_S29_L004_R2_001.fastq.gz
SRR30242501	Illumina Sequencing of Omni-C Libraries of NA19468	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:32Z	2024-08-15T06:19:04Z	SUB14663396	NA19468-2_S29_L001_R1_001.fastq.gz, NA19468-2_S29_L001_R2_001.fastq.gz
SRR30242484	Illumina Sequencing of Omni-C Libraries of NA20799	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20799-1_S4_L001_R1_001.fastq.gz, NA20799-1_S4_L001_R2_001.fastq.gz
SRR30242487	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-2_S9i_L002_R1_001.fastq.gz, NA20752-2_S9i_L002_R2_001.fastq.gz
SRR30242490	Illumina Sequencing of Omni-C Libraries of NA19391	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19391-2_S28_L001_R1_001.fastq.gz, NA19391-2_S28_L001_R2_001.fastq.gz
SRR30242493	Illumina Sequencing of Omni-C Libraries of HG00323	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	HG00323-2_S31_L004_R1_001.fastq.gz, HG00323-2_S31_L004_R2_001.fastq.gz
SRR30242496	Illumina Sequencing of Omni-C Libraries of NA20752	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA20752-1_S1_L002_R1_001.fastq.gz, NA20752-1_S1_L002_R2_001.fastq.gz
SRR30242499	Illumina Sequencing of Omni-C Libraries of NA19468	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:31Z	2024-08-15T06:19:04Z	SUB14663396	NA19468-2_S29_L003_R1_001.fastq.gz, NA19468-2_S29_L003_R2_001.fastq.gz
SRR30242502	Illumina Sequencing of Omni-C Libraries of HG01530	BioProject: 1, BioSample: 1	Released	2024-08-15	2024-08-15T00:44:32Z	2024-08-15T06:19:04Z	SUB14663396	HG01530-1_S3_L001_R1_001.fastq.gz, HG01530-1_S3_L001_R2_001.fastq.gz
