accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR29497503																						09_06_23_R1041_HPRC_HG04153_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG04153	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31367127																						HG01928_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01928	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405759																						m84091_240308_202615_s4.hifi_reads.bc1022.bam																																																																											NA19042	RU_Y4_data_table__final.csv
SRR29483217																						m84046_230722_183401_s4.hifi_reads.bc2080.bam																																																																											HG03136	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34899838																						NA19012-1_FC2_S19_L002_R1_001.fastq.gz																																																																											NA19012	HPRC-OmniC-100124Pools_data_table__final.csv
SRR29396910																						m84081_230624_203119_s1.hifi_reads.bc2016.bam																																																																											HG01248	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR29497350																						10_10_23_R1041_HPRC_HG04225_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG04225	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949690																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00097/raw_data/hic/HG00097-1_FC2_S5_L001_R2_001.fastq.gz																																																																											HG00097	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497413																						10_17_23_R1041_HPRC_HG01048_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01048	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949503																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC4_S9_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313849																						07_27_21_R941_HG01934_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29483170																						m84046_230721_182333_s4.hifi_reads.bc2091.bam																																																																											NA18871	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR31367123																						HG03471_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03471	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR26313852																						07_13_21_R941_HG01255_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR33469179																						11_12_24_R1041_UL_HPRC_HG01099_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG01099	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949580																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-1_FC2_S59_L003_R1_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313849																						07_27_21_R941_HG01934_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR30729154																						HG03458.m64330e_220823_081200.dc.q20.fastq.gz																																																																											HG03458	HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run_data_table__final.csv
SRR34949419																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-2_FC3_S15_L001_R2_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR30729249																						MGISTL-PAN027.m64043_210925_220058.dc.q20.fastq.gz																																																																											MGISTL-PAN027	HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run_data_table__final.csv
SRR34949632																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21144/raw_data/hic/NA21144-2_FC3_S46_L002_R2_001.fastq.gz																																																																											NA21144	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313819																						07_20_21_R941_HG03942_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29497585																						10_17_23_R1041_HPRC_NA19315_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19315	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29405846																						m84091_240311_155513_s4.hifi_reads.bc1011.bam																																																																											HG00701	RU_Y4_data_table__final.csv
SRR33469158																						12_02_24_R1041_UL_HPRC_HG01346_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG01346	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR26313823																						07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29483127																						m84046_230831_231439_s1.hifi_reads.bc2033.bam																																																																											HG03103	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949648																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19835/raw_data/hic/NA19835-2_FC3_S2_L001_R2_001.fastq.gz																																																																											NA19835	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949497																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-1_FC2_S7_L001_R2_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949409																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-2_FC4_S21_L001_R1_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR30729248																						MGISTL-PAN027.m64043_210927_090130.dc.q20.fastq.gz																																																																											MGISTL-PAN027	HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run_data_table__final.csv
SRR26313831																						08_10_21_R941_HG03831_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
																						NA19012-1_FC2_S19_L002_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR26313836																						07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949640																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21102/raw_data/hic/NA21102-2_FC4_S19_L001_R1_001.fastq.gz																																																																											NA21102	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367128																						HG01928_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01928	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405844																						m84091_240315_190710_s1.hifi_reads.bc1011.bam																																																																											HG00701	RU_Y4_data_table__final.csv
SRR34949576																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-2_FC2_S62_L003_R1_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
																						HG00662-2_FC2_S22_L002_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
																						HG03372-2_FC2_S14_L002_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949584																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-1_FC3_S3_L001_R1_001.fastq.gz																																																																											HG00272	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949625																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-2_FC3_S40_L002_R2_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR13684284																						m64076_201016_191536.ccs.bam																																																																											HG002	UW_HPRC_HiFi_Y1_data_table__final.csv
SRR33469088																						11_12_24_R1041_UL_HPRC_HG03710_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG03710	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949659																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19776/raw_data/hic/NA19776-2_FC1_S63_L003_R2_001.fastq.gz																																																																											NA19776	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949612																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02083/raw_data/hic/HG02083-1_FC1_S74_L004_R2_001.fastq.gz																																																																											HG02083	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949554																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01167/raw_data/hic/HG01167-1_FC4_S12_L001_R1_001.fastq.gz																																																																											HG01167	HIC_Y3_Y4_part2_data_table__final.csv
																						HG03492_PAK46408_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_sequencing_summary.txt.gz																																																																					147220363	314268e75eb4a3ec8833037800ebaacf						manifest
SRR34949455																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-1_FC4_S49_L003_R2_001.fastq.gz																																																																											HG01433	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949535																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03369/raw_data/hic/HG03369-1_FC3_S37_L002_R1_001.fastq.gz																																																																											HG03369	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313858																						08_17_21_R941_HG02300_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR31367037																						HG02486_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02486	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949616																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-2_FC1_S76_L004_R2_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497642																						11_7_23_R1041_HPRC_HG03611_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03611	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949583																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20282/raw_data/hic/NA20282-2_FC3_S61_L003_R2_001.fastq.gz																																																																											NA20282	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949467																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-1_FC1_S79_L004_R2_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469109																						12_02_24_R1041_UL_HPRC_HG02074_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02074	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34899855																						NA19834-2_FC2_S4_L001_R1_001.fastq.gz																																																																											NA19834	HPRC-OmniC-100124Pools_data_table__final.csv
SRR26313833																						08_17_21_R941_HG01346_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR33469129																						11_04_24_R1041_UL_HPRC_HG04184_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG04184	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949593																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-1_FC2_S47_L003_R2_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313857																						08_17_21_R941_HG02738_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949523																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03458/raw_data/hic/HG03458-2_FC3_S53_L003_R1_001.fastq.gz																																																																											HG03458	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497456																						01_23_24_R1041_HPRC_HG03672_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03672	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949430																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03688/raw_data/hic/HG03688-1_FC2_S67_L004_R2_001.fastq.gz																																																																											HG03688	HIC_Y3_Y4_part2_data_table__final.csv
SRR29396837																						m84081_230727_204001_s4.hifi_reads.bc2028.bam																																																																											NA20818	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR34949440																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03654/raw_data/hic/HG03654-1_FC1_S65_L004_R2_001.fastq.gz																																																																											HG03654	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949380																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21102/raw_data/hic/NA21102-1_FC4_S11_L001_R2_001.fastq.gz																																																																											NA21102	HIC_Y3_Y4_part2_data_table__final.csv
																						NA19360-2_FC1_S32_L003_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR26313816																						08_10_21_R941_HG04204_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949620																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00344/raw_data/hic/HG00344-1_FC3_S29_L002_R1_001.fastq.gz																																																																											HG00344	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497288																						10_10_23_R1041_HPRC_NA19012_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19012	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29483065																						m84046_230901_230230_s4.hifi_reads.bc2037.bam																																																																											NA19012	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR31366944																						HG01361_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01361	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29483101																						m84046_230728_202047_s3.hifi_reads.bc2093.bam																																																																											HG03457	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949392																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20850/raw_data/hic/NA20850-1_FC1_S8_L001_R1_001.fastq.gz																																																																											NA20850	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949575																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-2_FC3_S62_L003_R2_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313839																						12_08_21_R941_HG00423_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29405813																						m84091_231214_200959_s1.hifi_reads.bc1008.bam																																																																											HG03108	RU_Y4_data_table__final.csv
SRR34949666																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03784/raw_data/hic/HG03784-1_FC4_S41_L002_R1_001.fastq.gz																																																																											HG03784	HIC_Y3_Y4_part2_data_table__final.csv
																						HG01374-2_FC2_S36_L003_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497640																						08_08_23_R1041_HPRC_HG01785_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01785	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949513																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG04153/raw_data/hic/HG04153-1_FC4_S14_L001_R2_001.fastq.gz																																																																											HG04153	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949501																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-2_FC2_S17_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949491																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20806/raw_data/hic/NA20806-1_FC2_S43_L002_R1_001.fastq.gz																																																																											NA20806	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949600																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02523/raw_data/hic/HG02523-1_FC4_S75_L004_R2_001.fastq.gz																																																																											HG02523	HIC_Y3_Y4_part2_data_table__final.csv
SRR29396883																						m84081_230519_183943_s4.hifi_reads.bc1019.bam																																																																											HG03792	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR34949446																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03521/raw_data/hic/HG03521-1_FC4_S25_L002_R1_001.fastq.gz																																																																											HG03521	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949433																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03654/raw_data/hic/HG03654-2_FC4_S68_L004_R1_001.fastq.gz																																																																											HG03654	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949676																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03710/raw_data/hic/HG03710-1_FC3_S66_L004_R1_001.fastq.gz																																																																											HG03710	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313828																						07_27_21_R941_HG03669_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949505																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC2_S9_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497546																						10_10_23_R1041_HPRC_HG00701_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00701	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR33469140																						12_09_24_R1041_UL_HPRC_HG00738_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG00738	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34899828																						NA19190-2_FC1_S10_L001_R1_001.fastq.gz																																																																											NA19190	HPRC-OmniC-100124Pools_data_table__final.csv
SRR31366965																						04_11_23_R941_HG00735_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00735	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497641																						08_08_23_R1041_HPRC_HG01785_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01785	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949628																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-1_FC4_S39_L002_R2_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367254																						1_11_23_R941_HG00741_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00741	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949471																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01192/raw_data/hic/HG01192-2_FC2_S82_L004_R1_001.fastq.gz																																																																											HG01192	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949407																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC2_S55_L003_R2_001.fastq.gz																																																																											NA19682	HIC_Y3_Y4_part2_data_table__final.csv
																						HG03458-2_FC2_S53_L003_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
																						HG03890-1_FC2_S43_L004_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497289																						01_16_24_R1041_HPRC_NA19012_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19012	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29396835																						m84081_230508_193526_s1.hifi_reads.bc2002.bam																																																																											NA20858	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR34949540																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-2_FC3_S48_L003_R2_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR26304605																						07_20_21_R941_HG03816_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949368																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-1_FC2_S73_L004_R1_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949651																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19835/raw_data/hic/NA19835-1_FC4_S1_L001_R1_001.fastq.gz																																																																											NA19835	HIC_Y3_Y4_part2_data_table__final.csv
SRR29405819																						m84091_240221_215958_s3.hifi_reads.bc1001.bam																																																																											HG02624	RU_Y4_data_table__final.csv
SRR29497475																						08_08_23_R1041_HPRC_HG01785_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01785	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497644																						09_12_23_R1041_HPRC_HG01028_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01028	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR26313857																						08_17_21_R941_HG02738_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949682																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-2_FC1_S72_L004_R1_001.fastq.gz																																																																											HG03704	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949397																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-2_FC2_S24_L002_R1_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949527																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03458/raw_data/hic/HG03458-1_FC3_S52_L003_R2_001.fastq.gz																																																																											HG03458	HIC_Y3_Y4_part2_data_table__final.csv
SRR29396871																						m84081_231209_024304_s2.hifi_reads.bc2001.bam																																																																											NA19834	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
																						NA18511-1_FC1_S41_L004_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR31367201																						HG03579_PAK45398_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03579	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
																						HG00689-2_FC2_S46_L004_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949643																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-1_FC2_S3_L001_R2_001.fastq.gz																																																																											HG00272	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949610																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02083/raw_data/hic/HG02083-1_FC3_S74_L004_R1_001.fastq.gz																																																																											HG02083	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367051																						HG01071_PAM53072_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01071	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34899883																						HG01048-2_FC2_S8_L001_R1_001.fastq.gz																																																																											HG01048	HPRC-OmniC-100124Pools_data_table__final.csv
																						HG03492_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																					8761130081	b8e28a02ece8dc3e1489e1d9bf32abde						manifest
