__index__filename	accession	path	manifest_checksum	manifest_gs_path	index_sheet	in_working
HG02273-1_S17i_L002_R2_001.fastq.gz	SRR30242467	s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L002_R2_001.fastq.gz	b6fe7b9a896e1cecefbd1454c53a168f	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L002_R2_001.fastq.gz	hic	true
03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26373402	s3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	00fc9c29d71789fecde61161269bf905	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG03672-2_FC2_S12_L001_R1_001.fastq.gz	SRR34899845					
HG01252.final.cram		s3://human-pangenomics/working/HPRC/HG01252/raw_data/Illumina/child/HG01252.final.cram	aff4a9a7d32cd45aff091ff5182c94e3	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01252/raw_data/Illumina/child/HG01252.final.cram	ill	true
HG03710.m64043_210517_175123.dc.q20.fastq.gz	SRR25618916	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210517_175123.dc.q20.fastq.gz	cf62a0208fdecaf0aa816264cefb48e9	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210517_175123.dc.q20.fastq.gz	dc	true
HG00321-2_FC1_S12_L003_R2_001.fastq.gz	SRR30310951	s3://human-pangenomics/working/HPRC/HG00321/raw_data/hic/HG00321-2_FC1_S12_L003_R2_001.fastq.gz	e41cf54e66caa3d923b29be721ea96c2	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00321/raw_data/hic/HG00321-2_FC1_S12_L003_R2_001.fastq.gz	hic	true
HG04153-1_FC3_S14_L001_R1_001.fastq.gz						
NA19131-1_FC2_S13_L001_R1_001.fastq.gz						
m54329U_210711_215946.hifi_reads.bam	SRR18158586	s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210711_215946.hifi_reads.bam	7aceb3fee8f0d52dd24781384b04ae3a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210711_215946.hifi_reads.bam	hifi	true
m64136_200603_214308.ccs.bam	SRR13684372	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200603_214308.ccs.bam	7f2eac607faa86422193e8e2fd60108d	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200603_214308.ccs.bam	hifi	true
SE5138_NWM047-4_S2_L008_R1_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/hic/SE5138_NWM047-4_S2_L008_R1_001.trimmed.fastq.gz	a508014db0878f29f79140e790ed8a37	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/hic/SE5138_NWM047-4_S2_L008_R1_001.trimmed.fastq.gz	hic	true
NA18976-1_FC1_S15_L002_R1_001.fastq.gz	SRR30310919	s3://human-pangenomics/working/HPRC/NA18976/raw_data/hic/NA18976-1_FC1_S15_L002_R1_001.fastq.gz	70ad760dd4d04708ae77fe07aa63ccb9	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18976/raw_data/hic/NA18976-1_FC1_S15_L002_R1_001.fastq.gz	hic	true
HG01433-1_FC2_S49_L003_R1_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-1_FC2_S49_L003_R1_001.fastq.gz			hic	false
HG01981.m64136_210628_163953.dc.q20.fastq.gz	SRR25618938	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210628_163953.dc.q20.fastq.gz	854bc2fd59d7198836d192a21e487f34	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210628_163953.dc.q20.fastq.gz	dc	true
m64457e_220902_165459-bc2053.5mc.hifi_reads.bam	SRR23922663	s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam	7970f313506fa64b7457d78cfa9b1e17	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam	hifi	true
HG02523-1_FC1_S75_L004_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02523/raw_data/hic/HG02523-1_FC1_S75_L004_R2_001.fastq.gz			hic	false
m54329U_210608_221930.hifi_reads.bam	SRR18158607	s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210608_221930.hifi_reads.bam	dd992982857565e567fb946f06c72ee0	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210608_221930.hifi_reads.bam	hifi	true
11_7_23_R1041_HPRC_HG00867_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497424					
HG04199-20b-2_S18_L003_R1_001.fastq.gz	SRR30613581	s3://human-pangenomics/working/HPRC/HG04199/raw_data/hic/HG04199-20b-2_S18_L003_R1_001.fastq.gz	3e4259fa33f40b6588dbcd29460c32a9	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG04199/raw_data/hic/HG04199-20b-2_S18_L003_R1_001.fastq.gz	hic	true
NA19131-2_FC3_S21_L001_R2_001.fastq.gz						
NWM190b-2_S15_L003_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L003_R1_001.fastq.gz	232af4fa5e7f1987eace6c9fd09bdfc5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L003_R1_001.fastq.gz	hic	true
NA20806-2_FC2_S44_L002_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20806/raw_data/hic/NA20806-2_FC2_S44_L002_R2_001.fastq.gz			hic	false
HG04160-02b-2_S2_L004_R1_001.fastq.gz	SRR30613681	s3://human-pangenomics/working/HPRC/HG04160/raw_data/hic/HG04160-02b-2_S2_L004_R1_001.fastq.gz	c799dc6c21ec4e647780406d2d40efd0	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG04160/raw_data/hic/HG04160-02b-2_S2_L004_R1_001.fastq.gz	hic	true
HG02280-46c-1_S13_L002_R2_001.fastq.gz	SRR30613711	s3://human-pangenomics/working/HPRC/HG02280/raw_data/hic/HG02280-46c-1_S13_L002_R2_001.fastq.gz	a71be9e8c32ce7bbe34cb1dd8b9728bc	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02280/raw_data/hic/HG02280-46c-1_S13_L002_R2_001.fastq.gz	hic	true
08_10_21_R941_HG00642_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313832	s3://human-pangenomics/working/HPRC/HG00642/raw_data/nanopore/guppy_6/08_10_21_R941_HG00642_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	da2d50e4b69c6cfb3ea33e8e25aa7dbc	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00642/raw_data/nanopore/guppy_6/08_10_21_R941_HG00642_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG03458-1_FC2_S52_L003_R2_001.fastq.gz						
SE5138_NWM048-4_S4_L008_R1_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/hic/SE5138_NWM048-4_S4_L008_R1_001.trimmed.fastq.gz	2d716f7d8601061c4b4bf69c0c02216a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/hic/SE5138_NWM048-4_S4_L008_R1_001.trimmed.fastq.gz	hic	true
HG02624-1_FC1_S25_L003_R2_001.fastq.gz						
NA18945-m64121_221215_125713.hifi_reads.fastq.gz		s3://human-pangenomics/submissions/B25289BC-5C70-4C42-B2EC-6E742BC82EE1--AMED_HPRC_collaboration/NA18945/raw_data/PacBio_HiFi/m64121_221215_125713.hifi_reads.fastq.gz			hifi	false
HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam		s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_Kinnex/HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	be3858566d7b914cba8f753a667036fc	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_Kinnex/HG03654.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	kinnex	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20282/raw_data/hic/NA20282-1_FC2_S58_L003_R1_001.fastq.gz	SRR34949589					
HG01981-51d-2_S2_L004_R1_001.fastq.gz	SRR30613923	s3://human-pangenomics/working/HPRC/HG01981/raw_data/hic/HG01981-51d-2_S2_L004_R1_001.fastq.gz	99d759872c21bc050626b8292c234ee5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01981/raw_data/hic/HG01981-51d-2_S2_L004_R1_001.fastq.gz	hic	true
09_14_22_R941_HG01530_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam		s3://human-pangenomics/working/HPRC/HG01530/raw_data/nanopore/guppy_6/09_14_22_R941_HG01530_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	0e1f80f427b589c3ab888390a92fd7bf	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01530/raw_data/nanopore/guppy_6/09_14_22_R941_HG01530_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
NWM199a-1_S6_L003_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG03453/raw_data/hic/NWM199a-1_S6_L003_R1_001.fastq.gz	ef7bac615ca29579ee9609a489d4d39b	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03453/raw_data/hic/NWM199a-1_S6_L003_R1_001.fastq.gz	hic	true
HG02723.m64043_191221_024136.dc.q20.fastq.gz	SRR30717310	s3://human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02723.m64043_191221_024136.dc.q20.fastq.gz	903a181dc2cbeb6a47e835373dc446a9	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02723.m64043_191221_024136.dc.q20.fastq.gz	dc	true
HG00689-1_FC2_S45_L004_R2_001.fastq.gz						
m64076_210522_082905.hifi_reads.bam	SRR18158610	s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210522_082905.hifi_reads.bam	90476f522fffc9d578dcaf639d9662f2	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210522_082905.hifi_reads.bam	hifi	true
NWM185c-1_S2_L003_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG01361/raw_data/hic/NWM185c-1_S2_L003_R1_001.fastq.gz	4e70f9334a1fa719822473f40e543343	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01361/raw_data/hic/NWM185c-1_S2_L003_R1_001.fastq.gz	hic	true
HG00280-1_S21_L002_R2_001.fastq.gz	SRR30242235	s3://human-pangenomics/working/HPRC/HG00280/raw_data/hic/HG00280-1_S21_L002_R2_001.fastq.gz	3098be4d4c37f92eff5146e618f567d2	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00280/raw_data/hic/HG00280-1_S21_L002_R2_001.fastq.gz	hic	true
HG01891_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367097	s3://human-pangenomics/working/HPRC/HG01891/raw_data/nanopore/guppy_6/HG01891_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	b9781acb635d83d98d836ea04dee8ee1	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01891/raw_data/nanopore/guppy_6/HG01891_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
m64043_200515_165406.ccs.bam	SRR13684383	s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200515_165406.ccs.bam	fb5494679850008644f93c5ce7ba51ee	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200515_165406.ccs.bam	hifi	true
NWM189b-2_S14_L001_R2_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L001_R2_001.fastq.gz	34bad108275bed024ebeec25a17b1807	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L001_R2_001.fastq.gz	hic	true
NA19087-1_S7_L002_R1_001.fastq.gz	SRR30242201	s3://human-pangenomics/working/HPRC/NA19087/raw_data/hic/NA19087-1_S7_L002_R1_001.fastq.gz	7261d4f7cdf6e5ff2fad81f8715c6ad7	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19087/raw_data/hic/NA19087-1_S7_L002_R1_001.fastq.gz	hic	true
SE5138_NWM052-3_S9_L007_R2_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/hic/SE5138_NWM052-3_S9_L007_R2_001.trimmed.fastq.gz	41d6f06af4ef05921742406b698884a0	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/hic/SE5138_NWM052-3_S9_L007_R2_001.trimmed.fastq.gz	hic	true
NWM186c-2_S11_L003_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG01123/raw_data/hic/NWM186c-2_S11_L003_R1_001.fastq.gz	a3a24ff8208ee8bf796c4695b83c5f19	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01123/raw_data/hic/NWM186c-2_S11_L003_R1_001.fastq.gz	hic	true
m84091_230721_134835_s1.hifi_reads.bc1003.bam	SRR29405815	s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam	36f7f15e35e70e1ee1053f37cba70397	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam	hifi	true
NA18982-m64121_230201_050335.hifi_reads.fastq.gz		s3://human-pangenomics/submissions/B25289BC-5C70-4C42-B2EC-6E742BC82EE1--AMED_HPRC_collaboration/NA18982/raw_data/PacBio_HiFi/m64121_230201_050335.hifi_reads.fastq.gz			hifi	false
08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313855	s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	744566f40bb0a0cfe0d1b1198483c85c	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG01346-35a-2_S14_L004_R2_001.fastq.gz	SRR30613821	s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L004_R2_001.fastq.gz	7c3859981ab1b8b02ca9363cb255f2e8	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L004_R2_001.fastq.gz	hic	true
m64043_200511_060458.ccs.bam	SRR13684386	s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200511_060458.ccs.bam	b46d94d9fbd0a3ad3c09485bb33e8069	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200511_060458.ccs.bam	hifi	true
HG00621_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR31367145					
HG03669-26a-2_S4_L004_R1_001.fastq.gz	SRR30613616	s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R1_001.fastq.gz	8737700e542f4da7ff15be0d582eb980	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R1_001.fastq.gz	hic	true
HG02647-36b-2_S20_L003_R2_001.fastq.gz	SRR30613890	s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L003_R2_001.fastq.gz	2fe251cb3505ec7981a37386885dcda7	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L003_R2_001.fastq.gz	hic	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-2_FC4_S72_L004_R1_001.fastq.gz	SRR34949679					
12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313844	s3://human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/guppy_6/12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	523037757cc10907c735dc5c12a89c88	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02027/raw_data/nanopore/guppy_6/12_08_21_R941_HG02027_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG03516_PAK15111_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR31367213					
m64055e_220922_130045.5mc.hifi_reads.bam	SRR30151957	s3://human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_HiFi/primrose/m64055e_220922_130045.5mc.hifi_reads.bam	aa86dcff1be2a2d25e9a04e3b813a7b5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_HiFi/primrose/m64055e_220922_130045.5mc.hifi_reads.bam	hifi	true
11_14_23_R1041_HPRC_HG00232_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497359	s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	af78ebe950ae8f30cc1fa976d5f890d3	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	ont	true
HG00658.final.cram		s3://human-pangenomics/working/HPRC/HG00658/raw_data/Illumina/child/HG00658.final.cram	8c798836bc1239f3ad1ce5fdca2797c7	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00658/raw_data/Illumina/child/HG00658.final.cram	ill	true
NWM186c-2_S11_L004_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG01123/raw_data/hic/NWM186c-2_S11_L004_R1_001.fastq.gz	7530635f5dfc53921524f4e20fcfc4a2	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01123/raw_data/hic/NWM186c-2_S11_L004_R1_001.fastq.gz	hic	true
HG03195-1_S7_L004_R2_001.fastq.gz	SRR30242352	s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L004_R2_001.fastq.gz	3c80a94efc3cc31ede1350fba095cf3e	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L004_R2_001.fastq.gz	hic	true
m64076_220918_143117-bc2060.5mc.hifi_reads.bam	SRR23922642	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220918_143117-bc2060.5mc.hifi_reads.bam	a6a46f2a8d007c4b9c6dfdf73df4ca26	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220918_143117-bc2060.5mc.hifi_reads.bam	hifi	true
HG00438_PAM54727_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR31367148					
NWM187c-2_S12_L004_R2_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG01358/raw_data/hic/NWM187c-2_S12_L004_R2_001.fastq.gz	9c0f33b7931e5a276248d8c71506a574	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01358/raw_data/hic/NWM187c-2_S12_L004_R2_001.fastq.gz	hic	true
07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313824					
NWM200a-1_S7_L004_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG03579/raw_data/hic/NWM200a-1_S7_L004_R1_001.fastq.gz	b7f8da98d0bcc570ec5dfc8338c85dc8	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03579/raw_data/hic/NWM200a-1_S7_L004_R1_001.fastq.gz	hic	true
m64076_211212_112351-bc1003.5mc.hifi_reads.bam	SRR23922667	s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m64076_211212_112351-bc1003.5mc.hifi_reads.bam	d6798b0fbdf8c928f1c3060af5633ea3	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m64076_211212_112351-bc1003.5mc.hifi_reads.bam	hifi	true
HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31366914	s3://human-pangenomics/working/HPRC/HG01123/raw_data/nanopore/guppy_6/HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	d5494dbd141e78ac3bc549678831ea98	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01123/raw_data/nanopore/guppy_6/HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG01784-2_S31_L001_R1_001.fastq.gz	SRR30242262	s3://human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L001_R1_001.fastq.gz	e991954612f5451a9d54ff24be1b3483	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L001_R1_001.fastq.gz	hic	true
07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313835	s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	cb1605a8346b058b26daaa2c42ace10d	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
NA18983.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam		s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_Kinnex/NA18983.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	5f397c040c03d6c505a7197a371daa1a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_Kinnex/NA18983.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	kinnex	true
NA19700-2_FC1_S2_L001_R2_001.fastq.gz	SRR30310880	s3://human-pangenomics/working/HPRC/NA19700/raw_data/hic/NA19700-2_FC1_S2_L001_R2_001.fastq.gz	8d55e52bcfb5ecaaebe128ab35daadf5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19700/raw_data/hic/NA19700-2_FC1_S2_L001_R2_001.fastq.gz	hic	true
08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313843					
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02083/raw_data/hic/HG02083-2_FC4_S77_L004_R2_001.fastq.gz	SRR34949604					
