sample_ID,total_bp,coverage,filetype,instrument_model,library_construction_protocol,library_layout,library_strategy,read_length,Family ID,Paternal ID,Maternal ID,Gender,Phenotype,Population,Relationship,Siblings,Second Order,Third Order,Other Comments,path
HG01928,118780645200,38.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL011,HG01926,HG01927,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/parents/HG01927/HG01927.final.cram
HG03540,122629370400,39.56,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB125,HG03538,HG03539,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram
HG03540,122629370400,39.56,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB125,HG03538,HG03539,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram.crai
HG03540,122629370400,39.56,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB125,HG03538,HG03539,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/child/HG03540.final.cram.md5
HG03540,122629370400,39.56,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB125,HG03538,HG03539,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/parents/HG03538/HG03538.final.cram
HG03540,122629370400,39.56,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB125,HG03538,HG03539,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03540/raw_data/Illumina/parents/HG03539/HG03539.final.cram
HG02004,115521015900,37.26,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL33,HG02002,HG02003,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02004/raw_data/Illumina/child/HG02004.final.cram
HG02293,112429458000,36.27,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL51,HG02291,HG02292,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02293/raw_data/Illumina/child/HG02293.final.cram
HG04228,112703684700,36.36,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,ST232,HG04229,HG04227,1,0,STU,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG04228/raw_data/Illumina/child/HG04228.final.cram
HG00741,115946286900,37.4,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR09,HG00739,HG00740,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00741/raw_data/Illumina/child/HG00741.final.cram
HG00741,115946286900,37.4,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR09,HG00739,HG00740,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00741/raw_data/Illumina/child/HG00741.final.cram.crai
HG00741,115946286900,37.4,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR09,HG00739,HG00740,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00741/raw_data/Illumina/child/HG00741.final.cram.md5
HG00741,115946286900,37.4,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR09,HG00739,HG00740,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00741/raw_data/Illumina/parents/HG00739/HG00739.final.cram
HG00741,115946286900,37.4,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR09,HG00739,HG00740,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00741/raw_data/Illumina/parents/HG00740/HG00740.final.cram
HG02984,122159226000,39.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB97,HG02982,HG02983,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02984/raw_data/Illumina/child/HG02984.final.cram
HG03516,103569275700,33.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,NG107,HG03515,HG03514,2,0,ESN,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram
HG03516,103569275700,33.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,NG107,HG03515,HG03514,2,0,ESN,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram.crai
HG03516,103569275700,33.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,NG107,HG03515,HG03514,2,0,ESN,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/child/HG03516.final.cram.md5
HG03516,103569275700,33.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,NG107,HG03515,HG03514,2,0,ESN,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/parents/HG03514/HG03514.final.cram
HG03516,103569275700,33.41,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,NG107,HG03515,HG03514,2,0,ESN,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03516/raw_data/Illumina/parents/HG03515/HG03515.final.cram
HG02630,123371345700,39.8,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB33,HG02628,HG02629,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram
HG02630,123371345700,39.8,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB33,HG02628,HG02629,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram.crai
HG02630,123371345700,39.8,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB33,HG02628,HG02629,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/child/HG02630.final.cram.md5
HG02630,123371345700,39.8,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB33,HG02628,HG02629,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/parents/HG02628/HG02628.final.cram
HG02630,123371345700,39.8,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB33,HG02628,HG02629,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02630/raw_data/Illumina/parents/HG02629/HG02629.final.cram
HG02841,116507852400,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB74,HG02839,HG02840,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02841/raw_data/Illumina/child/HG02841.final.cram
HG01884,116958342600,37.73,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB03,HG01885,HG01956,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01884/raw_data/Illumina/child/HG01884.final.cram
HG02683,103692225900,33.45,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK16,HG02681,HG02682,2,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02683/raw_data/Illumina/child/HG02683.final.cram
HG02257,116491789200,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB21,HG02255,HG02256,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram
HG02257,116491789200,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB21,HG02255,HG02256,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram.crai
HG02257,116491789200,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB21,HG02255,HG02256,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/child/HG02257.final.cram.md5
HG02257,116491789200,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB21,HG02255,HG02256,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/parents/HG02255/HG02255.final.cram
HG02257,116491789200,37.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB21,HG02255,HG02256,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02257/raw_data/Illumina/parents/HG02256/HG02256.final.cram
HG01175,108373848600,34.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR36,HG01173,HG01174,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/child/HG01175.final.cram
HG01175,108373848600,34.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR36,HG01173,HG01174,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/child/HG01175.final.cram.crai
HG01175,108373848600,34.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR36,HG01173,HG01174,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/child/HG01175.final.cram.md5
HG01175,108373848600,34.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR36,HG01173,HG01174,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/parents/HG01173/HG01173.final.cram
HG01175,108373848600,34.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR36,HG01173,HG01174,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01175/raw_data/Illumina/parents/HG01174/HG01174.final.cram
HG00621,108833472600,35.11,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH066,HG00619,HG00620,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00621/raw_data/Illumina/child/HG00621.final.cram
HG00621,108833472600,35.11,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH066,HG00619,HG00620,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00621/raw_data/Illumina/child/HG00621.final.cram.crai
HG00621,108833472600,35.11,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH066,HG00619,HG00620,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00621/raw_data/Illumina/child/HG00621.final.cram.md5
HG00621,108833472600,35.11,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH066,HG00619,HG00620,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00621/raw_data/Illumina/parents/HG00619/HG00619.final.cram
HG00621,108833472600,35.11,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH066,HG00619,HG00620,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00621/raw_data/Illumina/parents/HG00620/HG00620.final.cram
HG02135,117794844000,38.0,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN081,HG02137,HG02136,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02135/raw_data/Illumina/child/HG02135.final.cram
HG02027,116040909600,37.43,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN050,HG02029,HG02028,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02027/raw_data/Illumina/child/HG02027.final.cram
HG02027,116040909600,37.43,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN050,HG02029,HG02028,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02027/raw_data/Illumina/child/HG02027.final.cram.crai
HG02027,116040909600,37.43,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN050,HG02029,HG02028,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02027/raw_data/Illumina/child/HG02027.final.cram.md5
HG02027,116040909600,37.43,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN050,HG02029,HG02028,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02027/raw_data/Illumina/parents/HG02028/HG02028.final.cram
HG02027,116040909600,37.43,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN050,HG02029,HG02028,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02027/raw_data/Illumina/parents/HG02029/HG02029.final.cram
HG02071,119457197700,38.53,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN065,HG02073,HG02072,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02071/raw_data/Illumina/child/HG02071.final.cram
HG03710,115625752800,37.3,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK62,HG03708,HG03709,1,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03710/raw_data/Illumina/child/HG03710.final.cram
HG01934,121591068900,39.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL013,HG01932,HG01933,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01934/raw_data/Illumina/child/HG01934.final.cram
