filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,ntsm_score,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes,ccs_algorithm,MM_tag,production,filetype
m84046_230719_001055_s4.hifi_reads.bc2087.bam,HG00272,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2087.bam,SRR29483208,SRR13684290,SAMN41021659,3001821,66535915752,66.54,86.0,60184.0,22165,18831,21277,24693,19451,22207,26022,0.542628,PG00272.HFSS_m84046_230719_001055_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230716_051716_s3.hifi_reads.bc2087.bam,HG00272,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_051716_s3.hifi_reads.bc2087.bam,SRR29483207,SRR13684290,SAMN41021659,2516610,55893022230,55.89,70.0,62245.0,22209,18841,21311,24765,19469,22259,26112,0.515406,PG00272.HFSS_m84046_230716_051716_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230716_054822_s4.hifi_reads.bc2087.bam,HG00272,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230716_054822_s4.hifi_reads.bc2087.bam,SRR29483227,SRR13684290,SAMN41021659,2665556,59280573492,59.28,146.0,71087.0,22239,18854,21337,24814,19487,22300,26169,0.548297,PG00272.HFSS_m84046_230716_054822_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230718_223822_s1.hifi_reads.bc2087.bam,HG00272,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_HiFi/m84046_230718_223822_s1.hifi_reads.bc2087.bam,SRR29483226,SRR13684290,SAMN41021659,1299274,28648842428,28.65,201.0,54405.0,22049,18745,21161,24545,19353,22079,25872,0.605234,PG00272.HFSS_m84046_230718_223822_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230707_202610_s3.hifi_reads.default.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.default.bam,SRR29483225,SRR13684290,SAMN26267392,429774,7376184912,7.38,422.0,43275.0,17162,14949,16511,18799,15258,17040,19561,0.728577,HG02135.HFSS3_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230712_224626_s1.hifi_reads.default.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.default.bam,SRR29483224,SRR13684290,SAMN26267392,498747,8573437259,8.57,93.0,46258.0,17189,14978,16540,18821,15283,17064,19574,0.673078,HG02135.HFSS3_m84046_230712_224626_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230623_210640_s1.hifi_reads.default.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.default.bam,SRR29483223,SRR13684290,SAMN26267392,392552,6757940288,6.76,239.0,46428.0,17215,14976,16553,18852,15285,17087,19621,0.703931,HG02135.HFSS3_m84046_230623_210640_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230628_175536_s3.hifi_reads.default.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.default.bam,SRR29483222,SRR13684290,SAMN26267392,548099,9496849118,9.5,162.0,50299.0,17326,15024,16644,19006,15345,17194,19817,0.673698,HG02135.HFSS3_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230602_220440_s3.hifi_reads.default.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.default.bam,SRR29483221,SRR13684290,SAMN26267392,1389290,24443364448,24.44,183.0,53510.0,17594,15163,16892,19394,15520,17497,20254,0.588979,HG02135.HFSS3_m84046_230602_220440_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230624_201459_s3.hifi_reads.default.bam,HG04115,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m84046_230624_201459_s3.hifi_reads.default.bam,SRR29483220,SRR13684290,SAMN26267388,5620099,102791304261,102.79,185.0,61259.0,18289,14713,17534,21059,15689,18817,22648,0.559071,HG04115.HFSS_m84046_230624_201459_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230906_222128_s4.hifi_reads.bc2036.bam,HG04225,s3://human-pangenomics/working/HPRC/HG04225/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2036.bam,SRR29483219,SRR13684290,SAMN41021689,2537506,44071477955,44.07,130.0,53953.0,17368,15086,16893,19281,15501,17477,20013,0.561448,PG04225.HFSS_m84046_230906_222128_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230906_215022_s3.hifi_reads.bc2036.bam,HG04225,s3://human-pangenomics/working/HPRC/HG04225/raw_data/PacBio_HiFi/m84046_230906_215022_s3.hifi_reads.bc2036.bam,SRR29483218,SRR13684290,SAMN41021689,2113201,36205086640,36.21,176.0,48211.0,17132,14918,16658,18967,15313,17212,19687,0.565465,PG04225.HFSS_m84046_230906_215022_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230901_223052_s3.hifi_reads.bc2036.bam,HG04225,s3://human-pangenomics/working/HPRC/HG04225/raw_data/PacBio_HiFi/m84046_230901_223052_s3.hifi_reads.bc2036.bam,SRR29483216,SRR13684290,SAMN41021689,3658213,63736463295,63.74,82.0,53307.0,17422,15127,16947,19354,15544,17534,20094,0.57018,PG04225.HFSS_m84046_230901_223052_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230901_230230_s4.hifi_reads.bc2036.bam,HG04225,s3://human-pangenomics/working/HPRC/HG04225/raw_data/PacBio_HiFi/m84046_230901_230230_s4.hifi_reads.bc2036.bam,SRR29483215,SRR13684290,SAMN41021689,3623260,62627446083,62.63,146.0,58413.0,17284,15019,16801,19173,15427,17375,19912,0.559065,PG04225.HFSS_m84046_230901_230230_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230724_190043_s1.hifi_reads.bc2094.bam,HG01028,s3://human-pangenomics/working/HPRC/HG01028/raw_data/PacBio_HiFi/m84046_230724_190043_s1.hifi_reads.bc2094.bam,SRR29483214,SRR13684290,SAMN41021674,3278083,58299850347,58.3,97.0,49266.0,17784,15464,17217,19649,15849,17793,20438,0.547241,PG01028.HFSS_m84046_230724_190043_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230728_232723_s1.hifi_reads.bc2094.bam,HG01028,s3://human-pangenomics/working/HPRC/HG01028/raw_data/PacBio_HiFi/m84046_230728_232723_s1.hifi_reads.bc2094.bam,SRR29483213,SRR13684290,SAMN41021674,1633726,28974810104,28.97,147.0,51477.0,17735,15438,17171,19579,15818,17739,20357,0.589137,PG01028.HFSS_m84046_230728_232723_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230724_200213_s3.hifi_reads.bc2094.bam,HG01028,s3://human-pangenomics/working/HPRC/HG01028/raw_data/PacBio_HiFi/m84046_230724_200213_s3.hifi_reads.bc2094.bam,SRR29483212,SRR13684290,SAMN41021674,3225797,57205768778,57.21,129.0,49951.0,17733,15432,17171,19582,15814,17739,20361,0.547841,PG01028.HFSS_m84046_230724_200213_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230724_193107_s2.hifi_reads.bc2094.bam,HG01028,s3://human-pangenomics/working/HPRC/HG01028/raw_data/PacBio_HiFi/m84046_230724_193107_s2.hifi_reads.bc2094.bam,SRR29483211,SRR13684290,SAMN41021674,3417421,60855170041,60.86,83.0,51678.0,17807,15475,17236,19684,15861,17819,20475,0.530688,PG01028.HFSS_m84046_230724_193107_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230728_205153_s4.hifi_reads.bc2089.bam,NA18879,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2089.bam,SRR29483210,SRR13684290,SAMN41021661,1774191,33673965830,33.67,213.0,53708.0,18979,16571,18309,20873,16927,18885,21715,0.605587,PG18879.HFSS_m84046_230728_205153_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230727_225904_s1.hifi_reads.bc2089.bam,NA18879,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2089.bam,SRR29483209,SRR13684290,SAMN41021661,1861755,35952728466,35.95,122.0,53615.0,19311,16771,18638,21350,17158,19275,22219,0.624758,PG18879.HFSS_m84046_230727_225904_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230728_195023_s2.hifi_reads.bc2089.bam,NA18879,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2089.bam,SRR29483138,SRR13684290,SAMN41021661,1825888,35231680700,35.23,105.0,55640.0,19295,16762,18623,21322,17146,19254,22189,0.607764,PG18879.HFSS_m84046_230728_195023_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230728_202047_s3.hifi_reads.bc2089.bam,NA18879,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2089.bam,SRR29483137,SRR13684290,SAMN41021661,1785585,33948783319,33.95,120.0,59168.0,19012,16597,18348,20912,16954,18930,21749,0.590068,PG18879.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230731_200859_s2.hifi_reads.bc2089.bam,NA18879,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2089.bam,SRR29483205,SRR13684290,SAMN41021661,3090957,58568710214,58.57,72.0,55809.0,18948,16560,18291,20831,16912,18864,21657,0.54807,PG18879.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230703_225306_s4.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2062.bam,SRR29483204,SRR13684290,SAMN33758787,407052,7992405067,7.99,80.0,68232.0,19634,16531,18772,21903,17093,19661,23147,0.682894,HG02735.HFSS_m84046_230703_225306_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230628_175536_s3.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam,SRR29483203,SRR13684290,SAMN33758787,1769118,35078406524,35.08,117.0,58136.0,19828,16632,18951,22183,17223,19884,23464,0.547442,HG02735.HFSS_m84046_230628_175536_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230711_230656_s2.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam,SRR29483202,SRR13684290,SAMN33758787,1000841,19620926536,19.62,131.0,58940.0,19604,16508,18748,21880,17067,19632,23110,0.610144,HG02735.HFSS_m84046_230711_230656_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230707_192442_s1.hifi_reads.bc2062.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam,SRR29483201,SRR13684290,SAMN33758787,450494,8797263927,8.8,121.0,57257.0,19528,16472,18685,21775,17018,19561,22975,0.663087,HG02735.HFSS_m84046_230707_192442_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 27kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230712_000908_s4.hifi_reads.default.bam,HG02071,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.default.bam,SRR29483200,SRR13684290,SAMN26267380,4229810,76304506746,76.3,224.0,61719.0,18039,15414,17295,19985,15821,17982,20929,0.509884,HG02071.HFSS_A_m84046_230712_000908_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230623_210640_s1.hifi_reads.bc2055.bam,NA18983,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam,SRR29483151,SRR13684290,SAMN33758798,2729065,54169299224,54.17,91.0,57247.0,19849,17052,19115,22023,17522,19854,23031,0.594769,PG18983.HFSS2_m84046_230623_210640_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230602_213334_s2.hifi_reads.bc2018.bam,HG03130,s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc2018.bam,SRR29483150,SRR13684290,SAMN33758791,3109314,59153812312,59.15,227.0,47072.0,19024,15757,18235,21520,16444,19248,22814,0.508511,HG03130.HFSS_m84046_230602_213334_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230621_231827_s1.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_231827_s1.hifi_reads.bc2043.bam,SRR29483149,SRR13684290,SAMN41021637,2592602,55422349206,55.42,101.0,61779.0,21377,18665,20584,23411,19066,21223,24390,0.550802,PG00126.HFSS_m84046_230621_231827_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230617_050400_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_050400_s4.hifi_reads.bc2043.bam,SRR29483148,SRR13684290,SAMN41021637,1265571,27014561078,27.01,441.0,66961.0,21345,18650,20561,23358,19050,21192,24330,0.578292,PG00126.HFSS_m84046_230617_050400_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230602_203207_s4.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230602_203207_s4.hifi_reads.bc2043.bam,SRR29483146,SRR13684290,SAMN41021637,1429169,31211081209,31.21,114.0,72198.0,21838,18891,20975,24050,19339,21716,25155,0.54501,PG00126.HFSS_m84046_230602_203207_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230621_234848_s2.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230621_234848_s2.hifi_reads.bc2043.bam,SRR29483145,SRR13684290,SAMN41021637,2781508,59614431287,59.61,87.0,61977.0,21432,18681,20624,23493,19090,21277,24496,0.497169,PG00126.HFSS_m84046_230621_234848_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230617_043254_s3.hifi_reads.bc2043.bam,HG00126,s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_HiFi/m84046_230617_043254_s3.hifi_reads.bc2043.bam,SRR29483144,SRR13684290,SAMN41021637,1147622,24387352695,24.39,221.0,65475.0,21250,18611,20482,23230,19001,21095,24190,0.569107,PG00126.HFSS_m84046_230617_043254_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230707_202610_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam,SRR29483143,SRR13684290,SAMN33758789,392243,8032535789,8.03,765.0,51971.0,20478,17362,19599,22761,17897,20470,23991,0.699813,HG03017.HFSS2_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230711_233802_s3.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.bc2058.bam,SRR29483142,SRR13684290,SAMN33758789,839447,17291182646,17.29,196.0,56905.0,20598,17426,19700,22903,17976,20585,24154,0.611494,HG03017.HFSS2_m84046_230711_233802_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230701_003325_s1.hifi_reads.bc2058.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.bc2058.bam,SRR29483141,SRR13684290,SAMN33758789,1318825,27229904923,27.23,86.0,53663.0,20647,17449,19740,22995,18003,20636,24265,0.577942,HG03017.HFSS2_m84046_230701_003325_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230522_234602_s2.hifi_reads.default.bam,HG02683,s3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m84046_230522_234602_s2.hifi_reads.default.bam,SRR29483140,SRR13684290,SAMN26267384,4498174,83440743489,83.44,181.0,52194.0,18549,15716,17848,20774,16242,18658,21835,0.557035,HG02683.HFSS_m84046_230522_234602_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
m84046_230519_231055_s2.hifi_reads.default.bam,HG02300,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.default.bam,SRR29483139,SRR13684290,SAMN26267395,2249313,39698841965,39.7,175.0,53764.0,17649,14640,16956,20011,15297,17906,21212,0.576886,HG02300.HFSS_m84046_230519_231055_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P1,C1,University of Washington,kmiyamot@uw.edu,,v7.0.0,1.0,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,bam
